,sqft,url,price,locality,postalCode,Type,Year built,Heating,Cooling,Parking,Price/sqft,beds,baths,timeOnZillow,views,saves,zestimate,rentalZestimate,ele_rating,ele_dist,mid_rating,mid_dist,high_rating,high_dist,original_city
688,1732,https://www.zillow.com/homedetails/2248-Mora-Pl-BUILDING-7-Mountain-View-CA-94040/2087810405_zpid/,1698880.0,Mountain View,94040,Townhouse,2020,"Forced air, Gas",Central,0,981,3,4,148.0,191,9,3023247,3000,8,1.0,7,0.7,9,1.3,mountain-view-ca
691,1705,https://www.zillow.com/homedetails/106-Hacienda-Ln-10-Mountain-View-CA-94040/2084587302_zpid/,1733880.0,Mountain View,94040,Townhouse,2020,"Forced air, Gas",Central,0,1017,3,4,162.0,74,5,3023247,3000,8,1.0,7,0.7,9,1.3,mountain-view-ca
692,2308,https://www.zillow.com/homedetails/679-Yosemite-Ave-Mountain-View-CA-94041/19515061_zpid/,3595000.0,Mountain View,94041,Single Family,1946,Forced air,None,0,1558,4,4,7.0,630,12,2786635,6800,8,0.6,7,0.3,9,2.0,mountain-view-ca
693,3711,https://www.zillow.com/homedetails/1125-Castro-St-Mountain-View-CA-94040/2077815935_zpid/,3998000.0,Mountain View,94040,Single Family,2020,"Forced air, Gas",Central,0,1077,5,4,16.0,1180,32,3933563,6800,8,0.6,7,0.3,9,2.0,mountain-view-ca
694,4574,https://www.zillow.com/homedetails/823-Burgoyne-St-Mountain-View-CA-94043/19511573_zpid/,2513000.0,Mountain View,94043,Single Family,2014,"Forced air, Gas","Central, Wall",0,549,3,3,23.0,1498,36,3198793,5011,7,0.1,6,0.3,9,1.9,mountain-view-ca
695,1644,https://www.zillow.com/homedetails/1929-Aberdeen-Ln-Mountain-View-CA-94043/94699992_zpid/,1398950.0,Mountain View,94043,Townhouse,2009,"Forced air, Other",Central,0,851,3,4,24.0,1323,45,1533583,4950,6,0.8,6,0.4,9,2.3,mountain-view-ca
696,2894,https://www.zillow.com/homedetails/176-Elmwood-St-Mountain-View-CA-94043/153169944_zpid/,2250000.0,Mountain View,94043,Multiple Occupancy,1919,Gas,None,0,0,Studio,2,218.0,201,1,2177164,3400,7,0.6,6,0.9,9,2.5,mountain-view-ca
697,1747,https://www.zillow.com/homedetails/196-Elmwood-St-Mountain-View-CA-94043/19513435_zpid/,2250000.0,Mountain View,94043,Multiple Occupancy,1910,Gas,None,0,0,Studio,2,218.0,193,2,2221231,3500,7,0.6,6,0.9,9,2.5,mountain-view-ca
698,2296,https://www.zillow.com/homedetails/2040-W-Middlefield-Rd-APT-24-Mountain-View-CA-94043/19512840_zpid/,1813580.0,Mountain View,94043,Condo,1974,Other,Central,0,0,3,3,60.0,365,5,1818267,3500,7,0.6,6,0.9,9,2.5,mountain-view-ca
699,1311,https://www.zillow.com/homedetails/1947-San-Luis-Ave-APT-1-Mountain-View-CA-94043/19512357_zpid/,1236799.0,Mountain View,94043,Condo,1980,Other,Central,1,0,3,1.5,211.0,466,3,1240208,3500,7,0.6,6,0.9,9,2.5,mountain-view-ca
700,30000,https://www.zillow.com/homedetails/10979-Chalon-Rd-Los-Angeles-CA-90077/20529055_zpid/,67500000.0,Los Angeles,90077,Single Family,2018,"Forced air, Gas",Central,0,2250,12.0,25,71.0,109104,3595,37518047,71170,9,2.2,5,2.4,6,2.4,los-angeles-ca
701,41000,https://www.zillow.com/homedetails/10697-Somma-Way-Los-Angeles-CA-90077/2087104502_zpid/,78000000.0,Los Angeles,90077,Single Family,2020,Forced air,Central,0,1902,8.0,21,151.0,57516,1819,84426385,51159,10,1.8,6,2.9,6,2.4,los-angeles-ca
702,21046,https://www.zillow.com/homedetails/1426-Summitridge-Dr-Beverly-Hills-CA-90210/20523143_zpid/,46500000.0,Beverly Hills,90210,Single Family,2020,Forced air,Central,0,2209,6.0,9,15.0,36736,2022,84426385,51159,10,1.8,6,2.9,6,2.4,los-angeles-ca
703,10500,https://www.zillow.com/homedetails/4379-Firmament-Ave-Encino-CA-91436/19991124_zpid/,9500000.0,Encino,91436,Single Family,2019,Forced air,Central,0,905,8.0,10,7.0,13511,972,9314291,35000,8,1.3,5,3.3,5,3.0,los-angeles-ca
704,1304,https://www.zillow.com/homedetails/454-E-Avenue-28-Los-Angeles-CA-90031/20636967_zpid/,739000.0,Los Angeles,90031,Single Family,1895,Forced air,Central,0,567,3.0,2,3.0,3703,499,747903,2895,2,0.4,5,0.8,4,1.6,los-angeles-ca
705,1420,https://www.zillow.com/homedetails/8057-Darby-Pl-Reseda-CA-91335/19903100_zpid/,598500.0,Reseda,91335,Single Family,1953,Other,Evaporative,0,421,3.0,2,2.0,2562,287,627000,3000,1,0.5,2,0.7,6,1.8,los-angeles-ca
706,758,https://www.zillow.com/homedetails/18645-Hatteras-St-UNIT-215-Los-Angeles-CA-91356/19933899_zpid/,340900.0,Los Angeles,91356,Condo,1973,"Forced air, Electric",Central,0,450,1.0,1,8.0,4878,122,324429,1775,3,0.4,7,0.7,4,1.0,los-angeles-ca
707,38000,https://www.zillow.com/homedetails/2571-Wallingford-Dr-Beverly-Hills-CA-90210/20532066_zpid/,85000000.0,Beverly Hills,90210,Single Family,2000,"None, Forced air",Other,0,2237,12.0,24,297.0,60391,2163,36454092,120699,10,3.1,5,4.0,6,4.9,los-angeles-ca
708,5695,https://www.zillow.com/homedetails/8436-Carlton-Way-Los-Angeles-CA-90069/244502057_zpid/,8995000.0,Los Angeles,90069,Single Family,2019,Forced air,Central,0,1579,3.0,5,3.0,2640,275,36454092,120699,10,3.1,5,4.0,6,4.9,los-angeles-ca
709,1569,https://www.zillow.com/homedetails/5924-Weaver-St-Los-Angeles-CA-90042/20771354_zpid/,849000.0,Los Angeles,90042,Single Family,1937,Forced air,Central,0,541,3.0,2,2.0,1689,294,864436,2400,6,0.3,6,0.7,6,4.9,los-angeles-ca
710,2076,https://www.zillow.com/homedetails/8315-Marmont-Ln-Los-Angeles-CA-90069/20797465_zpid/,2199950.0,Los Angeles,90069,Single Family,1931,"None, Forced air",Central,0,1060,2.0,2,2.0,1695,104,1199951,7990,7,1.2,2,2.2,7,1.2,los-angeles-ca
711,1301,https://www.zillow.com/homedetails/6855-Vanscoy-Ave-North-Hollywood-CA-91605/20004902_zpid/,779000.0,North Hollywood,91605,Single Family,1953,Forced air,Central,0,599,3.0,3,8.0,6108,506,816095,3500,5,0.4,4,0.7,5,1.3,los-angeles-ca
712,28660,https://www.zillow.com/homedetails/67-Beverly-Park-Ct-Beverly-Hills-CA-90210/20533576_zpid/,160000000.0,Beverly Hills,90210,Single Family,1998,Forced air,Central,0,5583,20.0,23,746.0,101725,1382,46281531,132515,10,3.4,5,4.4,6,5.5,los-angeles-ca
713,1216,https://www.zillow.com/homedetails/854-N-Dillon-St-Los-Angeles-CA-90026/20745291_zpid/,1175000.0,Los Angeles,90026,Single Family,1926,Forced air,Central,0,966,2.0,2,3.0,1672,196,1175009,3950,5,0.4,7,1.0,8,1.6,los-angeles-ca
714,1500,https://www.zillow.com/homedetails/13691-Gavina-Ave-UNIT-648-Sylmar-CA-91342/136709742_zpid/,195000.0,Sylmar,91342,Single Family,2020,"Forced air, Gas",Central,0,130,3.0,2,8.0,9778,579,1175009,3950,5,0.4,7,1.0,8,1.6,los-angeles-ca
715,7200,https://www.zillow.com/homedetails/6161-Mulholland-Hwy-Los-Angeles-CA-90068/20806331_zpid/,7495000.0,Los Angeles,90068,Single Family,2008,Forced air,Central,0,1041,5.0,6,3.0,2256,210,7387928,26000,6,1.5,3,2.2,5,2.2,los-angeles-ca
716,1697,https://www.zillow.com/homedetails/403-E-43rd-St-Los-Angeles-CA-90011/20618340_zpid/,559990.0,Los Angeles,90011,Single Family,1903,Wall,None,0,330,4.0,3,38.0,7711,592,559991,2700,1,0.5,2,0.5,3,1.1,los-angeles-ca
717,2120,https://www.zillow.com/homedetails/118-Robinson-St-Los-Angeles-CA-90026/20627121_zpid/,875000.0,Los Angeles,90026,Single Family,1912,Forced air,"Central, Wall",0,413,4.0,2,5.0,3218,348,1111344,3300,5,0.2,5,0.5,3,1.5,los-angeles-ca
718,1447,https://www.zillow.com/homedetails/4501-Jessica-Dr-Los-Angeles-CA-90065/20765998_zpid/,699000.0,Los Angeles,90065,Single Family,1948,"None, Forced air",Central,0,483,3.0,2,4.0,3721,354,968778,3200,8,0.5,6,1.4,3,1.5,los-angeles-ca
719,2564,https://www.zillow.com/homedetails/6141-Rockcliff-Dr-Los-Angeles-CA-90068/20806387_zpid/,1950000.0,Los Angeles,90068,Single Family,1931,Forced air,Central,0,761,3.0,4,5.0,4406,348,2293863,7500,6,1.4,3,2.1,5,2.2,los-angeles-ca
720,7240,https://www.zillow.com/homedetails/16656-Oldham-St-Encino-CA-91436/19994960_zpid/,5495000.0,Encino,91436,Single Family,2018,Forced air,Central,0,759,6.0,7,11.0,13059,915,4812673,8000,8,0.4,7,3.3,5,2.9,los-angeles-ca
721,1716,https://www.zillow.com/homedetails/1821-Fairburn-Ave-APT-201-Los-Angeles-CA-90025/68993489_zpid/,5000.0,Los Angeles,90025,Single Family,2006,Forced air,Central,0,3,3.0,3,106.0,17851,837,1177688,5700,6,2.2,7,3.3,5,2.9,los-angeles-ca
722,1924,https://www.zillow.com/homedetails/19947-Cantara-St-Winnetka-CA-91306/19906642_zpid/,719000.0,Winnetka,91306,Single Family,1971,"Forced air, Gas",Central,0,374,4.0,3,3.0,1658,212,727585,3500,3,0.1,2,1.0,6,3.2,los-angeles-ca
723,5278,https://www.zillow.com/homedetails/4946-Vanalden-Ave-Tarzana-CA-91356/19946969_zpid/,3999900.0,Tarzana,91356,Single Family,1960,Other,Central,0,758,4.0,6,2.0,1316,90,3691262,13000,7,0.6,7,0.8,8,1.4,los-angeles-ca
724,5572,https://www.zillow.com/homedetails/11011-Anzio-Rd-Los-Angeles-CA-90077/20530221_zpid/,10500000.0,Los Angeles,90077,Single Family,1964,Forced air,Central,0,1884,6.0,7,3.0,2464,170,10399159,45000,9,1.7,5,3.0,6,3.0,los-angeles-ca
725,1677,https://www.zillow.com/homedetails/4400-Ambrose-Ave-Los-Angeles-CA-90027/20810460_zpid/,1895000.0,Los Angeles,90027,Single Family,1936,Forced air,Central,0,1130,3.0,2,2.0,1476,129,1925232,6500,9,0.2,7,0.9,8,0.5,los-angeles-ca
726,15200,https://www.zillow.com/homedetails/1460-Laurel-Way-Beverly-Hills-CA-90210/20523275_zpid/,44500000.0,Beverly Hills,90210,Single Family,2020,Forced air,Central,0,2928,7.0,13,88.0,32996,1544,6775143,40000,10,2.1,5,3.0,6,4.3,los-angeles-ca
727,4350,https://www.zillow.com/homedetails/11585-Bellagio-Rd-Los-Angeles-CA-90049/20528769_zpid/,4995000.0,Los Angeles,90049,Single Family,1939,"Forced air, Other",Central,0,1148,5.0,5,5.0,5607,396,6782557,23500,9,2.6,5,2.4,6,2.0,los-angeles-ca
728,3290,https://www.zillow.com/homedetails/13847-W-Sunset-Blvd-Pacific-Palisades-CA-90272/20546299_zpid/,3650000.0,Pacific Palisades,90272,Single Family,1927,Forced air,None,0,1109,4.0,3,3.0,1802,144,3650023,18061,9,1.0,7,0.9,8,1.5,los-angeles-ca
729,1500,https://www.zillow.com/homedetails/13691-Gavina-Ave-UNIT-650-Sylmar-CA-91342/2077722513_zpid/,195000.0,Sylmar,91342,Single Family,2020,"Forced air, Gas",Central,0,130,3.0,2,8.0,8837,596,3650023,18061,9,1.0,7,0.9,8,1.5,los-angeles-ca
730,1832,https://www.zillow.com/homedetails/7978-Bellaire-Ave-North-Hollywood-CA-91605/19997108_zpid/,749000.0,North Hollywood,91605,Single Family,1960,Forced air,Central,0,409,4.0,3,5.0,3436,313,709887,3200,3,0.3,3,0.6,5,0.7,los-angeles-ca
731,14000,https://www.zillow.com/homedetails/1250-Bel-Air-Rd-Los-Angeles-CA-90077/20529663_zpid/,48000000.0,Los Angeles,90077,Single Family,1993,"Forced air, Gas",Central,0,3429,6.0,10,143.0,27676,1248,15850245,116274,10,1.8,5,2.7,6,3.4,los-angeles-ca
732,1028,https://www.zillow.com/homedetails/942-Venango-Ave-Los-Angeles-CA-90029/20745566_zpid/,850000.0,Los Angeles,90029,Single Family,1925,"Wall, Electric",Wall,0,827,2.0,2,3.0,2040,175,850003,2975,3,0.4,7,0.5,8,1.2,los-angeles-ca
733,1522,https://www.zillow.com/homedetails/17415-Hemmingway-St-Northridge-CA-91325/19952295_zpid/,725000.0,Northridge,91325,Single Family,1951,"Forced air, Electric",Central,0,476,3.0,2,3.0,1280,171,758128,3500,6,0.2,2,1.0,6,2.1,los-angeles-ca
735,3923,https://www.zillow.com/homedetails/17207-Quesan-Pl-Encino-CA-91316/19994819_zpid/,3378000.0,Encino,91316,Single Family,1966,"Forced air, Gas",Central,0,861,5.0,5,4.0,3599,281,1860827,7500,9,0.9,7,2.4,7,2.1,los-angeles-ca
736,2715,https://www.zillow.com/homedetails/3008-Scotland-St-Los-Angeles-CA-90039/20748528_zpid/,2575000.0,Los Angeles,90039,Single Family,1929,Forced air,Central,0,948,3.0,3,5.0,3309,369,1380941,4500,10,0.5,7,0.8,8,0.6,los-angeles-ca
737,2203,https://www.zillow.com/homedetails/17901-Collins-St-Encino-CA-91316/19936712_zpid/,1149999.0,Encino,91316,Single Family,1949,"Forced air, wood",Central,0,522,4.0,4,3.0,1748,121,1151122,3995,6,0.2,7,1.3,4,1.1,los-angeles-ca
738,4300,https://www.zillow.com/homedetails/8590-Hollywood-Blvd-Los-Angeles-CA-90069/20797372_zpid/,6450000.0,Los Angeles,90069,Single Family,2019,"None, Forced air",Central,0,1500,3.0,5,4.0,3981,246,6393790,35000,7,1.5,2,2.6,7,1.5,los-angeles-ca
739,1760,https://www.zillow.com/homedetails/4265-Yosemite-Way-Los-Angeles-CA-90065/20850645_zpid/,895000.0,Los Angeles,90065,Single Family,1989,Other,Central,0,509,3.0,2,2.0,735,74,901172,3550,7,1.5,2,2.6,7,1.5,los-angeles-ca
740,17224,https://www.zillow.com/homedetails/300-Stone-Canyon-Rd-Los-Angeles-CA-90077/20526830_zpid/,63000000.0,Los Angeles,90077,Single Family,2001,Forced air,Central,0,3658,8.0,13,348.0,17819,403,29758496,202471,10,0.9,5,1.7,6,2.5,los-angeles-ca
741,2203,https://www.zillow.com/homedetails/17901-Collins-St-Encino-CA-91316/19936712_zpid/,1149999.0,Encino,91316,Single Family,1949,"Forced air, wood",Central,0,522,4.0,4,3.0,1748,121,1151122,3995,6,0.2,7,1.3,4,1.1,los-angeles-ca
742,14500,https://www.zillow.com/homedetails/1251-Tower-Grove-Dr-Beverly-Hills-CA-90210/20523657_zpid/,58000000.0,Beverly Hills,90210,Single Family,2019,"None, Forced air",Central,0,4000,9.0,12,81.0,21018,1024,16286446,62255,10,1.6,5,2.5,6,3.8,los-angeles-ca
743,2715,https://www.zillow.com/homedetails/3008-Scotland-St-Los-Angeles-CA-90039/20748528_zpid/,2575000.0,Los Angeles,90039,Single Family,1929,Forced air,Central,0,948,3.0,3,5.0,3309,369,1380941,4500,10,0.5,7,0.8,8,0.6,los-angeles-ca
744,11624,https://www.zillow.com/homedetails/2304-Donella-Cir-Los-Angeles-CA-90077/20531011_zpid/,18950000.0,Los Angeles,90077,Single Family,2020,"Forced air, Gas",Central,0,1630,8.0,11,61.0,24538,1293,2294027,10903,9,0.2,5,4.2,6,4.4,los-angeles-ca
745,495,https://www.zillow.com/homedetails/3529-6th-St-Los-Angeles-CA-90023/2078156229_zpid/,389999.0,Los Angeles,90023,Single Family,2020,Electric,Central,0,788,1.0,1,43.0,20898,805,393334,10903,9,0.2,5,4.2,6,4.4,los-angeles-ca
746,11184,https://www.zillow.com/homedetails/1471-Forest-Knoll-Dr-Los-Angeles-CA-90069/20799038_zpid/,32000000.0,Los Angeles,90069,Single Family,2020,"None, Other",Central,0,2861,6.0,9,128.0,23759,1000,30635070,75048,7,1.8,2,2.8,7,1.6,los-angeles-ca
747,5700,https://www.zillow.com/homedetails/7932-Woodrow-Wilson-Dr-Los-Angeles-CA-90046/20802904_zpid/,2195000.0,Los Angeles,90046,Single Family,1950,Forced air,Other,0,385,4.0,6,143.0,16972,817,3288665,8500,8,1.9,7,2.2,8,2.9,los-angeles-ca
748,6000,https://www.zillow.com/homedetails/4778-Zelzah-Ave-Encino-CA-91316/19950271_zpid/,4695000.0,Encino,91316,Single Family,2020,Forced air,Central,0,783,5.0,7,24.0,15072,1196,1787789,6500,6,0.6,7,1.4,4,2.2,los-angeles-ca
749,6097,https://www.zillow.com/homedetails/16672-Ashley-Oaks-Encino-CA-91436/19993660_zpid/,3495000.0,Encino,91436,Single Family,1977,"Forced air, Gas",Central,0,573,6.0,8,2.0,1181,125,3483993,10000,8,0.4,7,2.9,5,2.2,los-angeles-ca
750,952,https://www.zillow.com/homedetails/129-E-Avenue-35-Los-Angeles-CA-90031/20637089_zpid/,699000.0,Los Angeles,90031,Single Family,1894,Wall,Central,0,734,3.0,2,4.0,2612,239,652024,2900,2,0.1,5,0.5,4,1.9,los-angeles-ca
751,910,https://www.zillow.com/homedetails/18620-Hatteras-St-UNIT-118-Los-Angeles-CA-91356/19934514_zpid/,289000.0,Los Angeles,91356,Condo,1970,Forced air,Central,0,318,2.0,2,3.0,1389,123,289001,2150,3,0.4,7,0.6,4,1.0,los-angeles-ca
752,10420,https://www.zillow.com/homedetails/15601-Meadowgate-Rd-Encino-CA-91436/19992058_zpid/,11995000.0,Encino,91436,Single Family,2020,Other,Central,0,1151,7.0,10,47.0,19955,1107,1786731,7900,8,1.2,5,3.3,5,3.0,los-angeles-ca
753,17583,https://www.zillow.com/homedetails/1166-Linda-Flora-Dr-Los-Angeles-CA-90049/20528913_zpid/,4650000.0,Los Angeles,90049,Single Family,1962,"None, Forced air",Central,0,264,6.0,11,8.0,5336,197,4349199,18858,9,1.8,5,2.9,6,2.9,los-angeles-ca
755,1759,https://www.zillow.com/homedetails/22109-Mayall-St-Chatsworth-CA-91311/20170831_zpid/,750000.0,Chatsworth,91311,Single Family,1959,"Forced air, Gas","Refrigerator, Central",0,426,3.0,2,1.0,729,31,699607,3325,7,0.3,6,1.0,6,1.4,los-angeles-ca
756,1675,https://www.zillow.com/homedetails/7109-Farralone-Ave-UNIT-112-Los-Angeles-CA-91303/19868040_zpid/,499888.0,Los Angeles,91303,Townhouse,1990,Forced air,Central,0,298,3.0,3,7.0,4560,324,504918,2950,6,1.0,2,0.8,3,0.4,los-angeles-ca
757,1216,https://www.zillow.com/homedetails/854-N-Dillon-St-Los-Angeles-CA-90026/20745291_zpid/,1175000.0,Los Angeles,90026,Single Family,1926,Forced air,Central,0,966,2.0,2,3.0,1673,196,1175009,3950,5,0.4,7,1.0,8,1.6,los-angeles-ca
758,4056,https://www.zillow.com/homedetails/441-N-Kenter-Ave-Los-Angeles-CA-90049/20536776_zpid/,4295000.0,Los Angeles,90049,Single Family,1946,Forced air,Central,0,1059,5.0,5,1.0,1015,31,5487875,15858,10,0.3,7,1.0,8,3.2,los-angeles-ca
759,3126,https://www.zillow.com/homedetails/12154-Beaufait-Ave-Porter-Ranch-CA-91326/20234031_zpid/,1000000.0,Porter Ranch,91326,Single Family,1970,Forced air,Central,0,320,4.0,3,1.0,614,20,962701,3800,9,0.6,9,1.7,6,3.2,los-angeles-ca
760,1134,https://www.zillow.com/homedetails/12583-Tibbetts-St-Sylmar-CA-91342/20102184_zpid/,635000.0,Sylmar,91342,Single Family,1962,"Forced air, Electric, Gas",Central,0,560,3.0,2,1.0,473,38,585386,2700,7,1.0,4,2.7,4,2.3,los-angeles-ca
761,6707,https://www.zillow.com/homedetails/332-N-Tigertail-Rd-Los-Angeles-CA-90049/20536695_zpid/,8999000.0,Los Angeles,90049,Single Family,1935,Forced air,Central,0,1342,6.0,8,2.0,1050,31,7244704,39500,10,0.7,7,1.2,8,3.5,los-angeles-ca
762,1618,https://www.zillow.com/homedetails/23341-Friar-St-Woodland-Hills-CA-91367/19875524_zpid/,799500.0,Woodland Hills,91367,Single Family,1959,"Forced air, Electric",Central,0,494,3.0,2,1.0,707,38,775978,3750,10,0.4,9,0.8,7,1.1,los-angeles-ca
763,2552,https://www.zillow.com/homedetails/19331-Winged-Foot-Cir-Porter-Ranch-CA-91326/20199932_zpid/,979000.0,Porter Ranch,91326,Single Family,1969,"Forced air, Electric",Central,0,384,4.0,3,1.0,659,46,971098,3900,9,0.6,9,2.7,6,3.2,los-angeles-ca
764,1924,https://www.zillow.com/homedetails/19947-Cantara-St-Winnetka-CA-91306/19906642_zpid/,719000.0,Winnetka,91306,Single Family,1971,"Forced air, Gas",Central,0,374,4.0,3,3.0,1659,212,727585,3500,3,0.1,2,1.0,6,3.2,los-angeles-ca
765,2416,https://www.zillow.com/homedetails/10502-Independence-Ave-Chatsworth-CA-91311/20157262_zpid/,1150000.0,Chatsworth,91311,Single Family,1970,"Forced air, Solar",Central,0,476,4.0,3,1.0,358,23,880964,3800,7,0.3,6,0.5,6,0.6,los-angeles-ca
766,12500,https://www.zillow.com/homedetails/499-Halvern-Dr-Los-Angeles-CA-90049/20547161_zpid/,25000000.0,Los Angeles,90049,Single Family,1970,Forced air,Central,0,2000,8.0,15,11.0,8336,541,24112829,45000,10,1.0,7,1.7,8,3.9,los-angeles-ca
767,9297,https://www.zillow.com/homedetails/1201-Linda-Flora-Dr-Los-Angeles-CA-90049/20530226_zpid/,11495000.0,Los Angeles,90049,Single Family,2020,Forced air,Central,0,1236,6.0,8,9.0,6621,462,10388380,13500,9,1.7,5,3.0,6,2.9,los-angeles-ca
768,2436,https://www.zillow.com/homedetails/19069-Braemore-Rd-Porter-Ranch-CA-91326/20199394_zpid/,895000.0,Porter Ranch,91326,Single Family,1966,Forced air,Central,0,367,4.0,3,1.0,1022,83,898761,3700,9,0.1,9,2.3,6,3.4,los-angeles-ca
770,2287,https://www.zillow.com/homedetails/2011-Westridge-Rd-Los-Angeles-CA-90049/20559051_zpid/,1999000.0,Los Angeles,90049,Single Family,1960,Forced air,None,0,874,4.0,3,2.0,1402,109,1999017,9321,10,0.7,7,1.1,8,2.5,los-angeles-ca
771,2550,https://www.zillow.com/homedetails/12460-Daryl-Ave-Granada-Hills-CA-91344/20109139_zpid/,929000.0,Granada Hills,91344,Single Family,1966,Forced air,Central,0,364,5.0,3,1.0,560,20,914125,3600,8,0.6,9,0.2,6,3.3,los-angeles-ca
772,1832,https://www.zillow.com/homedetails/7978-Bellaire-Ave-North-Hollywood-CA-91605/19997108_zpid/,749000.0,North Hollywood,91605,Single Family,1960,Forced air,Central,0,409,4.0,3,5.0,3436,313,709887,3200,3,0.3,3,0.6,5,0.7,los-angeles-ca
773,1028,https://www.zillow.com/homedetails/942-Venango-Ave-Los-Angeles-CA-90029/20745566_zpid/,850000.0,Los Angeles,90029,Single Family,1925,"Wall, Electric",Wall,0,827,2.0,2,3.0,2040,175,850003,2975,3,0.4,7,0.5,8,1.2,los-angeles-ca
774,2940,https://www.zillow.com/homedetails/1853-Franklin-Canyon-Dr-Beverly-Hills-CA-90210/20523215_zpid/,3695000.0,Beverly Hills,90210,Single Family,1950,Forced air,Central,0,1257,5.0,3,4.0,2982,262,2483875,8872,10,2.4,5,3.4,6,4.6,los-angeles-ca
775,2227,https://www.zillow.com/homedetails/2964-Mandeville-Canyon-Rd-Los-Angeles-CA-90049/20559501_zpid/,1775000.0,Los Angeles,90049,Single Family,1976,"Forced air, Gas",Central,0,797,5.0,3,1.0,627,26,2062451,7500,5,3.2,7,2.4,8,3.4,los-angeles-ca
776,1223,https://www.zillow.com/homedetails/4831-3rd-Ave-Los-Angeles-CA-90043/20568711_zpid/,705000.0,Los Angeles,90043,Single Family,1914,Wall,Central,0,576,4.0,2,1.0,434,30,632062,2931,3,0.2,1,0.8,1,0.6,los-angeles-ca
777,1361,https://www.zillow.com/homedetails/6521-Woodlake-Ave-West-Hills-CA-91307/19875864_zpid/,749000.0,West Hills,91307,Single Family,1957,"Forced air, Electric, Gas",Central,0,550,4.0,2,1.0,568,39,736882,3600,10,0.4,9,1.1,7,1.4,los-angeles-ca
778,1683,https://www.zillow.com/homedetails/10578-Cayuga-Ave-Pacoima-CA-91331/20115940_zpid/,639999.0,Pacoima,91331,Single Family,1945,Forced air,Central,0,380,4.0,3,1.0,473,19,609855,2950,3,0.6,3,0.8,4,3.0,los-angeles-ca
779,3661,https://www.zillow.com/homedetails/16116-Anoka-Dr-Pacific-Palisades-CA-90272/20544037_zpid/,4195000.0,Pacific Palisades,90272,Single Family,1956,"Forced air, wood",None,0,1146,3.0,2,1.0,615,9,4409633,10893,7,1.0,7,2.4,8,0.4,los-angeles-ca
780,17010,https://www.zillow.com/homedetails/312-N-Faring-Rd-Los-Angeles-CA-90077/20523932_zpid/,62000000.0,Los Angeles,90077,Single Family,1938,Forced air,"Central, Other",0,3645,4.0,9,80.0,13442,201,36859630,88253,10,0.9,5,1.9,6,3.0,los-angeles-ca
781,1490,https://www.zillow.com/homedetails/7011-Ponce-Ave-West-Hills-CA-91307/19868272_zpid/,779000.0,West Hills,91307,Single Family,1958,"Forced air, Electric",Central,0,523,4.0,3,7.0,4810,378,710838,3600,6,0.3,2,1.1,3,1.1,los-angeles-ca
782,2004,https://www.zillow.com/homedetails/5027-Noble-Ave-Sherman-Oaks-CA-91403/19982129_zpid/,949000.0,Sherman Oaks,91403,Single Family,1968,Forced air,Central,0,474,4.0,3,1.0,775,47,1139424,3995,10,0.5,2,0.8,7,1.8,los-angeles-ca
783,3806,https://www.zillow.com/homedetails/1716-Courtney-Ave-Los-Angeles-CA-90046/20795082_zpid/,3550000.0,Los Angeles,90046,Single Family,2019,Forced air,Central,0,933,4.0,5,5.0,2632,263,3488554,15000,7,0.4,2,1.5,7,1.2,los-angeles-ca
784,1756,https://www.zillow.com/homedetails/12607-Amboy-Ave-Sylmar-CA-91342/20106769_zpid/,625000.0,Sylmar,91342,Single Family,1970,"Forced air, Electric, Gas",Central,0,356,3.0,2,3.0,1376,100,638489,3200,3,0.4,4,1.5,4,1.9,los-angeles-ca
785,1986,https://www.zillow.com/homedetails/7316-Colbath-Ave-Van-Nuys-CA-91405/19958252_zpid/,889000.0,Van Nuys,91405,Single Family,1954,Forced air,Central,0,448,3.0,3,1.0,283,31,764404,3300,4,0.3,3,1.4,4,1.9,los-angeles-ca
786,1904,https://www.zillow.com/homedetails/7032-Mclennan-Ave-Van-Nuys-CA-91406/19963488_zpid/,699000.0,Van Nuys,91406,Single Family,1955,Forced air,Central,0,367,4.0,3,1.0,486,35,757087,3695,3,0.3,5,0.5,5,0.7,los-angeles-ca
787,1603,https://www.zillow.com/homedetails/19601-Shadow-Springs-Way-Porter-Ranch-CA-91326/20155375_zpid/,629950.0,Porter Ranch,91326,Single Family,1987,Forced air,Central,0,393,3.0,3,1.0,604,37,625331,3200,9,0.8,9,3.0,6,3.1,los-angeles-ca
788,1228,https://www.zillow.com/homedetails/1201-W-Ofarrell-St-San-Pedro-CA-90732/21307066_zpid/,998000.0,San Pedro,90732,Single Family,1951,Forced air,Central,0,813,3.0,2,1.0,216,3,615399,2895,5,0.2,8,1.5,6,1.0,los-angeles-ca
789,1646,https://www.zillow.com/homedetails/7132-Scarborough-Peak-Dr-West-Hills-CA-91307/19871754_zpid/,799999.0,West Hills,91307,Single Family,1964,Other,Central,0,486,4.0,3,12.0,12254,590,823721,3645,7,0.8,9,1.5,7,2.0,los-angeles-ca
790,11943,https://www.zillow.com/homedetails/14930-Corona-Del-Mar-Pacific-Palisades-CA-90272/95692906_zpid/,34000000.0,Pacific Palisades,90272,Single Family,1932,Forced air,Central,0,2847,8.0,14,18.0,11401,389,823721,3645,7,0.8,9,1.5,7,2.0,los-angeles-ca
