sqft,url,price,locality,postalCode,Type,Year built,Heating,Cooling,Parking,Price/sqft,beds,baths,timeOnZillow,views,saves,zestimate,rentalZestimate,ele_rating,ele_dist,mid_rating,mid_dist,high_rating,high_dist,original_city
"1,724",https://www.zillow.com/homedetails/1081-Forest-Ave-Palo-Alto-CA-94301/19467484_zpid/,"$4,595,000",Palo Alto,94301,Single Family,1917,Other,None,0,"$2,665",4,2,5 days,823,21,"$4,603,524","$5,500/mo",8,0.5 mi,8,1.3 mi,9,1.1 mi,palo-alto-ca
"1,816",https://www.zillow.com/homedetails/3890-Corina-Way-Palo-Alto-CA-94303/19500987_zpid/,"$2,688,000",Palo Alto,94303,Single Family,1955,"Forced air, Gas",None,0,"$1,480",5,3,18 days,"1,843",48,"$2,642,544","$5,692/mo",9,0.5 mi,9,0.7 mi,9,2.1 mi,palo-alto-ca
"2,330",https://www.zillow.com/homedetails/3980-El-Cerrito-Rd-Palo-Alto-CA-94306/19505835_zpid/,"$3,900,000",Palo Alto,94306,Single Family,1949,Radiant,None,0,"$1,674",3,2,5 days,801,22,"$3,920,634","$7,631/mo",7,0.4 mi,8,0.7 mi,9,0.4 mi,palo-alto-ca
"1,663",https://www.zillow.com/homedetails/1420-Emerson-St-Palo-Alto-CA-94301/19497019_zpid/,"$3,200,000",Palo Alto,94301,Single Family,1923,"Forced air, Gas",None,0,"$1,924",3,2,16 days,"1,878",71,"$3,200,026","$7,580/mo",8,0.6 mi,8,1.1 mi,9,0.4 mi,palo-alto-ca
"6,780",https://www.zillow.com/homedetails/1432-Webster-St-Palo-Alto-CA-94301/19494949_zpid/,"$15,000,000",Palo Alto,94301,Single Family,1914,Radiant,Central,0,"$2,212",5,6,49 days,"3,720",87,"$14,816,760","$6,200/mo",8,0.2 mi,8,0.8 mi,9,0.7 mi,palo-alto-ca
"3,680",https://www.zillow.com/homedetails/1550-Waverley-St-Palo-Alto-CA-94301/19496525_zpid/,"$7,750,000",Palo Alto,94301,Single Family,1915,Forced air,Other,0,"$2,106",5,3,100 days,"2,773",99,"$7,552,157","$18,334/mo",8,0.4 mi,8,0.8 mi,9,0.6 mi,palo-alto-ca
"3,638",https://www.zillow.com/homedetails/843-Sutter-Ave-Palo-Alto-CA-94303/19499571_zpid/,"$5,888,000",Palo Alto,94303,Single Family,2020,"Forced air, Gas",None,0,"$1,618",5,5,34 days,"2,423",60,"$5,845,610","$8,290/mo",9,0.6 mi,9,0.9 mi,9,2.1 mi,palo-alto-ca
"1,646",https://www.zillow.com/homedetails/619-Maybell-Ave-Palo-Alto-CA-94306/19506293_zpid/,"$2,749,000",Palo Alto,94306,Single Family,1947,"None, Forced air",None,0,"$1,670",3,2,11 days,"1,127",48,"$2,778,453","$6,138/mo",7,0.1 mi,8,0.3 mi,9,0.5 mi,palo-alto-ca
923,https://www.zillow.com/homedetails/3780-La-Selva-Dr-Palo-Alto-CA-94306/19505256_zpid/,"$1,900,000",Palo Alto,94306,Single Family,1930,"Forced air, Gas",None,0,"$2,059",2,1,23 days,"2,651",50,"$2,054,342","$4,000/mo",7,0.4 mi,8,1 mi,9,1 mi,palo-alto-ca
"2,242",https://www.zillow.com/homedetails/320-Iris-Way-Palo-Alto-CA-94303/19468919_zpid/,"$3,295,000",Palo Alto,94303,Single Family,1948,"Forced air, Gas",None,0,"$1,470",5,2,8 days,"1,040",41,"$3,301,113","$7,512/mo",9,0.2 mi,8,0.6 mi,9,1.7 mi,palo-alto-ca
"1,589",https://www.zillow.com/homedetails/555-Byron-St-APT-204-Palo-Alto-CA-94301/19494616_zpid/,"$1,350,000",Palo Alto,94301,Condo,1997,Forced air,Central,0,$850,3,2,31 days,"2,532",41,"$1,365,307","$4,750/mo",8,0.4 mi,8,1.6 mi,9,0.8 mi,palo-alto-ca
"2,298",https://www.zillow.com/homedetails/327-Cowper-St-Palo-Alto-CA-94301/19495056_zpid/,"$3,250,000",Palo Alto,94301,Single Family,1905,"Forced air, Gas",None,0,"$1,414",3,3,25 days,"2,468",55,"$3,234,126","$7,707/mo",8,0.7 mi,8,1.8 mi,9,0.8 mi,palo-alto-ca
"1,080",https://www.zillow.com/homedetails/425-Stanford-Ave-Palo-Alto-CA-94306/19497768_zpid/,"$2,588,000",Palo Alto,94306,Single Family,1924,Gas,None,0,"$2,396",2,2,11 days,"1,297",27,"$2,706,256","$4,500/mo",7,0.6 mi,8,1.1 mi,9,0.8 mi,palo-alto-ca
"2,656",https://www.zillow.com/homedetails/3156-Ramona-St-Palo-Alto-CA-94306/19503148_zpid/,"$4,298,000",Palo Alto,94306,Single Family,2017,"Forced air, Gas",Central,0,"$1,618",5,5,17 days,"1,947",63,"$4,411,847","$9,178/mo",8,0.1 mi,9,0.7 mi,9,1.4 mi,palo-alto-ca
"2,212",https://www.zillow.com/homedetails/642-Middlefield-Rd-Palo-Alto-CA-94301/243211452_zpid/,"$3,395,000",Palo Alto,94301,Single Family,2016,Heat pump,Central,0,"$1,535",4,3,24 days,"2,871",59,"$3,418,427","$3,300/mo",8,0.3 mi,8,1.5 mi,9,0.8 mi,palo-alto-ca
"2,180",https://www.zillow.com/homedetails/1796-Hamilton-Ave-Palo-Alto-CA-94303/19468173_zpid/,"$3,845,000",Palo Alto,94303,Single Family,1950,Forced air,Central,0,"$1,764",4,4,15 days,"1,945",72,"$3,846,131","$7,957/mo",9,0.1 mi,8,0.7 mi,9,1.7 mi,palo-alto-ca
"6,265",https://www.zillow.com/homedetails/1995-Waverley-St-Palo-Alto-CA-94301/19496624_zpid/,"$16,380,000",Palo Alto,94301,Single Family,2008,"Forced air, Radiant, Gas",Central,0,"$2,615",5,6,492 days,"2,102",27,"$9,777,607","$38,975/mo",8,0.5 mi,8,0.5 mi,9,1 mi,palo-alto-ca
906,https://www.zillow.com/homedetails/2460-W-Bayshore-Rd-APT-9-Palo-Alto-CA-94303/19500171_zpid/,"$788,000",Palo Alto,94303,Condo,1972,"Forced air, Gas",None,0,$870,2,1,87 days,"1,974",41,"$782,963","$2,850/mo",9,1 mi,9,1.5 mi,9,2.3 mi,palo-alto-ca
"2,745",https://www.zillow.com/homedetails/2886-Emerson-St-Palo-Alto-CA-94306/19503124_zpid/,"$2,950,000",Palo Alto,94306,Single Family,1950,"Forced air, Gas",No Data,0,"$1,075",6,3,23 days,"2,606",43,"$3,332,966","$8,750/mo",8,0.2 mi,9,0.9 mi,9,1.6 mi,palo-alto-ca
"2,795",https://www.zillow.com/homedetails/711-Mayview-Ave-Palo-Alto-CA-94303/19500360_zpid/,"$3,750,000",Palo Alto,94303,Single Family,2001,"Forced air, Gas",Central,0,"$1,342",5,4,97 days,"1,789",44,"$3,697,138","$7,874/mo",9,0.3 mi,9,0.4 mi,9,1.9 mi,palo-alto-ca
"2,191",https://www.zillow.com/homedetails/764-Channing-Ave-Palo-Alto-CA-94301/19468330_zpid/,"$3,988,000",Palo Alto,94301,Single Family,1904,"Forced air, Radiant, Electric, Gas",Central,0,"$1,820",4,3,73 days,"2,212",52,"$3,966,466","$9,047/mo",8,0.6 mi,8,1.2 mi,9,0.8 mi,palo-alto-ca
"2,999",https://www.zillow.com/homedetails/264-Oxford-Ave-Palo-Alto-CA-94306/19497651_zpid/,"$5,598,000",Palo Alto,94306,Single Family,2020,"Forced air, Gas",Central,0,"$1,867",4,3,79 days,"2,378",81,"$5,445,327","$8,485/mo",7,0.8 mi,8,0.9 mi,9,0.8 mi,palo-alto-ca
"4,516",https://www.zillow.com/homedetails/1023-Forest-Ave-Palo-Alto-CA-94301/19467523_zpid/,"$4,988,800",Palo Alto,94301,Single Family,1900,"Forced air, Gas",Central,0,"$1,105",4,4,17 days,"1,524",52,"$4,988,839","$12,014/mo",8,0.4 mi,8,1.3 mi,9,1.1 mi,palo-alto-ca
"1,032",https://www.zillow.com/homedetails/320-Curtner-Ave-APT-E-Palo-Alto-CA-94306/19504388_zpid/,"$949,000",Palo Alto,94306,Condo,1981,"None, Baseboard",None,0,$920,2,2,130 days,"1,826",19,"$939,757","$3,600/mo",7,0.6 mi,8,1.1 mi,9,1.2 mi,palo-alto-ca
"1,913",https://www.zillow.com/homedetails/4238-Rickeys-Way-UNIT-D-Palo-Alto-CA-94306/82948027_zpid/,"$1,799,000",Palo Alto,94306,Townhouse,2007,Forced air,Central,0,$940,3,3,89 days,"1,682",29,"$1,799,002","$5,200/mo",7,0.5 mi,8,0.5 mi,9,0.9 mi,palo-alto-ca
820,https://www.zillow.com/homedetails/437-Homer-Ave-Palo-Alto-CA-94301/19495223_zpid/,"$1,318,000",Palo Alto,94301,Condo,1981,"Radiant, Electric",None,0,"$1,607",2,1,43 days,"2,197",48,"$1,320,827","$3,180/mo",8,0.3 mi,8,1.5 mi,9,0.5 mi,palo-alto-ca
"4,000",https://www.zillow.com/homedetails/734-Seneca-St-Palo-Alto-CA-94301/19468229_zpid/,"$7,450,000",Palo Alto,94301,Single Family,2002,"Radiant, Gas",None,0,"$1,863",3,3,94 days,"1,917",69,"$7,187,530","$19,187/mo",8,0.3 mi,8,1.3 mi,9,0.9 mi,palo-alto-ca
"1,660",https://www.zillow.com/homedetails/1031-Fife-Ave-Palo-Alto-CA-94301/19467637_zpid/,"$3,598,000",Palo Alto,94301,Single Family,1954,"Forced air, Radiant",None,0,"$2,167",3,2,44 days,"3,019",77,"$3,596,999","$6,735/mo",8,0.4 mi,8,1.3 mi,9,1 mi,palo-alto-ca
"2,596",https://www.zillow.com/homedetails/1071-E-Embarcadero-Rd-Palo-Alto-CA-94303/2077805744_zpid/,"$4,249,000",Palo Alto,94303,Single Family,2019,Forced air,Central,0,"$1,637",4,4,15 days,"1,470",43,"$4,275,001","$6,735/mo",8,0.4 mi,8,1.3 mi,9,1 mi,palo-alto-ca
"3,514",https://www.zillow.com/homedetails/2991-Alexis-Dr-Palo-Alto-CA-94304/19529059_zpid/,"$3,725,000",Palo Alto,94304,Single Family,1978,"Forced air, Electric",Other,0,"$1,060",4,3,227 days,"2,322",28,"$4,275,001","$6,735/mo",8,0.4 mi,8,1.3 mi,9,1 mi,palo-alto-ca
"3,595",https://www.zillow.com/homedetails/2510-Waverley-St-Palo-Alto-CA-94301/19502111_zpid/,"$4,998,000",Palo Alto,94301,Single Family,1937,"Forced air, Electric, Gas",None,0,"$1,390",4,4,66 days,"2,331",50,"$4,933,633","$10,990/mo",8,0.5 mi,9,1.2 mi,9,1.4 mi,palo-alto-ca
"1,354",https://www.zillow.com/homedetails/555-Byron-St-APT-307-Palo-Alto-CA-94301/19494630_zpid/,"$995,000",Palo Alto,94301,Condo,1997,Forced air,Central,0,$735,2,2,301 days,"1,743",26,"$1,368,810","$4,195/mo",8,0.4 mi,8,1.6 mi,9,0.8 mi,palo-alto-ca
"1,197",https://www.zillow.com/homedetails/1982-W-Bayshore-Rd-APT-237-East-Palo-Alto-CA-94303/79845583_zpid/,"$798,000",East Palo Alto,94303,Condo,2002,Forced air,Central,0,$667,2,2,89 days,"2,428",71,"$788,761","$3,500/mo",2,1.9 mi,8,2.9 mi,9,0.8 mi,palo-alto-ca
"4,672",https://www.zillow.com/homedetails/848-Southampton-Dr-Palo-Alto-CA-94303/19469668_zpid/,"$5,988,000",Palo Alto,94303,Single Family,2008,"Radiant, Electric",Central,0,"$1,282",5,6,136 days,"1,872",55,"$5,774,939","$12,379/mo",8,0.6 mi,8,0.1 mi,9,1.5 mi,palo-alto-ca
"2,640",https://www.zillow.com/homedetails/1314-Parkinson-Ave-Palo-Alto-CA-94301/19469192_zpid/,"$4,195,000",Palo Alto,94301,Single Family,1995,"Forced air, Gas",Central,0,"$1,589",3,3,15 days,"1,436",36,"$4,254,498","$8,818/mo",8,0.2 mi,8,0.6 mi,9,1.1 mi,palo-alto-ca
"5,058",https://www.zillow.com/homedetails/2808-Bryant-St-Palo-Alto-CA-94306/19502620_zpid/,"$5,880,000",Palo Alto,94306,Single Family,2020,"Forced air, Electric, Gas",Central,0,"$1,163",6,8,71 days,"1,960",62,"$5,783,928","$7,669/mo",8,0.2 mi,9,1 mi,9,1.6 mi,palo-alto-ca
"5,726",https://www.zillow.com/homedetails/417-Seneca-St-Palo-Alto-CA-94301/122248636_zpid/,"$6,988,000",Palo Alto,94301,Single Family,2017,"Forced air, Radiant, Gas",Central,0,"$1,220",6,5,87 days,"2,100",52,"$6,748,219","$15,231/mo",8,0.6 mi,8,1.6 mi,9,1 mi,palo-alto-ca
"1,015",https://www.zillow.com/homedetails/436-High-St-APT-105-Palo-Alto-CA-94301/19496088_zpid/,"$1,399,888",Palo Alto,94301,Condo,1984,"Radiant, Electric",None,0,"$1,379",2,2,25 days,"1,344",23,"$1,419,693","$4,695/mo",8,0.8 mi,8,1.9 mi,9,0.6 mi,palo-alto-ca
"1,247",https://www.zillow.com/homedetails/149-California-Ave-A306-Palo-Alto-CA-94306/19497869_zpid/,"$1,398,888",Palo Alto,94306,Condo,1982,"Forced air, Gas",Central,0,"$1,122",2,2,14 days,991,20,"$1,430,353","$3,995/mo",7,0.9 mi,8,0.8 mi,9,1.1 mi,palo-alto-ca
"5,939",https://www.zillow.com/homedetails/251-Middlefield-Rd-Palo-Alto-CA-94301/300472178_zpid/,"$7,777,777",Palo Alto,94301,Single Family,1915,"Forced air, Electric","Other, Wall",0,"$1,310",11,10,129 days,"1,592",21,"$7,414,165","$2,850/mo",8,0.7 mi,8,1.8 mi,9,1 mi,palo-alto-ca
"3,073",https://www.zillow.com/homedetails/1280-Lincoln-Ave-Palo-Alto-CA-94301/19466947_zpid/,"$4,750,000",Palo Alto,94301,Single Family,1925,"Forced air, Gas",None,0,"$1,546",4,4,8 days,686,30,"$4,752,970","$11,846/mo",9,0.9 mi,8,1.3 mi,9,1.3 mi,palo-alto-ca
960,https://www.zillow.com/homedetails/4250-El-Camino-Real-A301-Palo-Palo-Alto-CA-94306/112095601_zpid/,"$1,075,000",Palo Alto,94306,Condo,1983,"Radiant, Electric",None,0,"$1,120",2,1,25 days,"1,539",16,"$871,989","$3,100/mo",7,0.5 mi,8,0.4 mi,9,0.8 mi,palo-alto-ca
"1,468",https://www.zillow.com/homedetails/685-High-St-APT-2C-Palo-Alto-CA-94301/19496019_zpid/,"$1,695,000",Palo Alto,94301,Condo,1981,"Wall, Electric",None,0,"$1,155",2,3,70 days,"1,389",20,"$1,671,372","$4,500/mo",8,0.7 mi,8,1.7 mi,9,0.4 mi,palo-alto-ca
"1,572",https://www.zillow.com/homedetails/1070-Colorado-Pl-Palo-Alto-CA-94303/19501300_zpid/,"$1,425,000",Palo Alto,94303,Townhouse,1981,Forced air,No Data,0,$906,2,3,65 days,"1,354",33,"$1,415,499","$4,200/mo",9,0.6 mi,9,1.1 mi,9,2.5 mi,palo-alto-ca
"2,023",https://www.zillow.com/homedetails/1075-Forest-Ave-Palo-Alto-CA-94301/19467528_zpid/,"$4,995,000",Palo Alto,94301,Single Family,1952,Forced air,None,0,"$2,469",4,3,5 days,369,5,"$5,021,083","$8,345/mo",8,0.5 mi,8,1.3 mi,9,1.1 mi,palo-alto-ca
"3,421",https://www.zillow.com/homedetails/1290-Pitman-Ave-Palo-Alto-CA-94301/153114888_zpid/,"$6,488,000",Palo Alto,94301,Single Family,1937,"Forced air, Gas",Central,0,"$1,897",4,4,136 days,"1,643",42,"$6,561,531","$11,979/mo",9,0.7 mi,8,1.1 mi,9,1.2 mi,palo-alto-ca
"4,659",https://www.zillow.com/homedetails/780-Rosewood-Dr-Palo-Alto-CA-94303/19499926_zpid/,"$6,998,000",Palo Alto,94303,Single Family,2006,"Forced air, Gas",Central,0,"$1,502",5,5,184 days,"1,564",43,"$6,170,535","$16,610/mo",8,0.6 mi,9,1 mi,9,1.9 mi,palo-alto-ca
"2,377",https://www.zillow.com/homedetails/1007-Forest-Ct-Palo-Alto-CA-94301/19467521_zpid/,"$4,100,000",Palo Alto,94301,Single Family,1975,Forced air,Central,0,"$1,725",3,2,10 days,728,22,"$4,107,606","$8,994/mo",8,0.5 mi,8,1.4 mi,9,1.1 mi,palo-alto-ca
776,https://www.zillow.com/homedetails/1982-W-Bayshore-Rd-APT-232-East-Palo-Alto-CA-94303/79844504_zpid/,"$718,000",East Palo Alto,94303,Condo,2002,"Forced air, Electric",Central,0,$925,1,1,7 days,387,3,"$619,661","$2,853/mo",2,1.9 mi,8,2.9 mi,9,1.1 mi,palo-alto-ca
"3,517",https://www.zillow.com/homedetails/734-Channing-Ave-Palo-Alto-CA-94301/153115561_zpid/,"$6,488,000",Palo Alto,94301,Single Family,2020,"Forced air, Gas",Central,0,"$1,845",6,5,136 days,"1,446",38,"$6,260,127","$9,755/mo",8,0.6 mi,8,1.2 mi,9,0.8 mi,palo-alto-ca
"1,503",https://www.zillow.com/homedetails/101-Alma-St-APT-607-Palo-Alto-CA-94301/19495766_zpid/,"$1,299,000",Palo Alto,94301,Condo,1960,Forced air,Central,0,$864,2,2,51 days,"1,878",38,"$1,336,826","$4,500/mo",8,1.1 mi,8,2.2 mi,9,0.9 mi,palo-alto-ca
912,https://www.zillow.com/homedetails/1089-Forest-Ave-Palo-Alto-CA-94301/19467527_zpid/,"$3,995,000",Palo Alto,94301,Single Family,1949,Forced air,None,0,"$4,380",3,1,5 days,306,7,"$4,033,762","$5,950/mo",8,0.5 mi,8,1.3 mi,9,1.1 mi,palo-alto-ca
"1,030",https://www.zillow.com/homedetails/777-San-Antonio-Rd-APT-108-Palo-Alto-CA-94303/19500918_zpid/,"$1,100,000",Palo Alto,94303,Condo,1974,Forced air,None,0,"$1,068",2,2,25 days,"1,291",14,"$1,119,987","$3,500/mo",9,0.8 mi,9,0.9 mi,9,2.1 mi,palo-alto-ca
"1,866",https://www.zillow.com/homedetails/520-Rhodes-Dr-Palo-Alto-CA-94303/19467198_zpid/,"$3,200,000",Palo Alto,94303,Single Family,1950,"Forced air, Gas",Central,0,"$1,715",4,3,262 days,931,18,"$3,200,006","$8,147/mo",9,0.2 mi,8,0.9 mi,9,1.9 mi,palo-alto-ca
"3,801",https://www.zillow.com/homedetails/733-E-Meadow-Dr-Palo-Alto-CA-94303/304782397_zpid/,"$4,780,000",Palo Alto,94303,Single Family,2020,"Forced air, Heat pump, Gas","Central, Wall",0,"$1,258",6,6,149 days,"1,423",36,"$4,624,130","$2,995/mo",9,0.4 mi,9,0.4 mi,9,1.9 mi,palo-alto-ca
"4,356",https://www.zillow.com/homedetails/475-Melville-Ave-Palo-Alto-CA-94301/19495366_zpid/,"$5,498,000",Palo Alto,94301,Single Family,1911,"Forced air, Gas","Central, Wall",0,"$1,262",5,6,102 days,"1,544",38,"$5,531,971","$13,402/mo",8,0.4 mi,8,1 mi,9,0.6 mi,palo-alto-ca
"1,387",https://www.zillow.com/homedetails/1245-Alma-St-Palo-Alto-CA-94301/19496984_zpid/,"$1,898,000",Palo Alto,94301,Condo,1990,"Forced air, Gas",None,0,"$1,368",2,3,26 days,"1,600",28,"$1,937,494","$4,000/mo",8,0.8 mi,8,1.3 mi,9,0.2 mi,palo-alto-ca
"4,818",https://www.zillow.com/homedetails/2500-Bryant-St-Palo-Alto-CA-94301/19502609_zpid/,"$6,450,000",Palo Alto,94301,Single Family,2008,"Forced air, Gas",Central,0,"$1,339",5,6,100 days,"1,797",32,"$6,274,988","$12,241/mo",8,0.4 mi,9,1.2 mi,9,1.4 mi,palo-alto-ca
"1,902",https://www.zillow.com/homedetails/923-Cowper-St-Palo-Alto-CA-94301/153149075_zpid/,"$3,298,000",Palo Alto,94301,Multiple Occupancy,1948,None,None,0,0,Studio,--,45 days,"1,380",23,"$3,298,005","$3,500/mo",8,0.2 mi,8,1.3 mi,9,0.5 mi,palo-alto-ca
"2,170",https://www.zillow.com/homedetails/344-Emerson-St-Palo-Alto-CA-94301/19495507_zpid/,"$3,500,000",Palo Alto,94301,Multiple Occupancy,1912,Electric,None,0,0,Studio,--,19 days,"2,003",30,"$3,498,510","$7,863/mo",8,0.9 mi,8,2 mi,9,0.7 mi,palo-alto-ca
"3,579",https://www.zillow.com/homedetails/2250-Byron-St-Palo-Alto-CA-94301/19496392_zpid/,"$6,800,000",Palo Alto,94301,Single Family,1938,Other,No Data,0,"$1,900",5,4,26 days,"2,030",17,"$5,611,839","$12,203/mo",8,0.6 mi,8,0.2 mi,9,1.3 mi,palo-alto-ca
"4,002",https://www.zillow.com/homedetails/939-University-Ave-Palo-Alto-CA-94301/19466758_zpid/,"$6,990,000",Palo Alto,94301,Single Family,1916,Forced air,Central,0,"$1,747",6,6,68 days,"1,548",36,"$6,804,646","$16,304/mo",8,0.5 mi,8,1.6 mi,9,1.1 mi,palo-alto-ca
"4,492",https://www.zillow.com/homedetails/569-Maybell-Ave-Palo-Alto-CA-94306/2079275496_zpid/,"$5,295,000",Palo Alto,94306,Single Family,2020,"Forced air, Gas",Central,0,"$1,179",5,7,121 days,891,23,"$5,105,967","$16,304/mo",8,0.5 mi,8,1.6 mi,9,1.1 mi,palo-alto-ca
908,https://www.zillow.com/homedetails/296-Waverley-St-Palo-Alto-CA-94301/2130898517_zpid/,"$1,385,000",Palo Alto,94301,Condo,1973,Gas,None,0,"$1,525",2,2,64 days,"1,176",13,"$1,416,930","$3,895/mo",8,0.8 mi,8,1.9 mi,9,0.8 mi,palo-alto-ca
"1,472",https://www.zillow.com/homedetails/1721-Horner-Way-Fremont-CA-94536/25011076_zpid/,"$1,079,000",Fremont,94536,Single Family,1954,Gas,Central,0,$733,4,2,1 day,586,21,"$1,021,420","$3,300/mo",8,0.4 mi,7,1 mi,9,0.9 mi,fremont-ca
"1,557",https://www.zillow.com/homedetails/37135-Cabrillo-Dr-Fremont-CA-94536/25006285_zpid/,"$1,098,000",Fremont,94536,Single Family,1964,"Forced air, Gas",Central,0,$705,4,2,1 day,532,49,"$1,209,638","$3,500/mo",7,0.6 mi,8,0.4 mi,10,0.9 mi,fremont-ca
"1,376",https://www.zillow.com/homedetails/44-Snyder-Way-Fremont-CA-94536/25019689_zpid/,"$1,090,000",Fremont,94536,Single Family,1981,Forced air,None,0,$792,3,2,1 day,462,41,"$1,015,034","$3,250/mo",8,0.5 mi,7,1.8 mi,9,1.9 mi,fremont-ca
"1,390",https://www.zillow.com/homedetails/2822-Arlington-Pl-Fremont-CA-94555/25047672_zpid/,"$1,100,000",Fremont,94555,Single Family,1971,Gas,Central,0,$791,3,2,1 day,356,28,"$1,033,563","$3,200/mo",8,0.6 mi,8,2.2 mi,10,1.8 mi,fremont-ca
"1,638",https://www.zillow.com/homedetails/111-Branta-Cmn-Fremont-CA-94539/250132801_zpid/,"$949,000",Fremont,94539,Townhouse,2017,Forced air,Central,0,$579,3,4,1 day,542,32,"$870,711","$3,300/mo",7,0.9 mi,7,2.7 mi,9,2.3 mi,fremont-ca
"1,933",https://www.zillow.com/homedetails/34258-Trampini-Cmn-81-Fremont-CA-94555/25059455_zpid/,"$1,098,000",Fremont,94555,Townhouse,1992,"Forced air, Gas",Central,0,$568,3,3,3 days,"1,196",76,"$1,136,951","$3,800/mo",8,1.1 mi,8,2.9 mi,10,3 mi,fremont-ca
"1,858",https://www.zillow.com/homedetails/178-Stevenson-Blvd-Fremont-CA-94539/250135372_zpid/,"$1,398,000",Fremont,94539,Single Family,2019,"Forced air, Gas",Central,0,$752,4,4,1 day,340,4,"$1,413,809","$3,800/mo",8,1.1 mi,8,2.9 mi,10,3 mi,fremont-ca
"1,136",https://www.zillow.com/homedetails/4543-San-Juan-Ave-Fremont-CA-94536/25005077_zpid/,"$899,950",Fremont,94536,Single Family,1954,Wall,None,0,$792,3,2,3 days,"1,260",64,"$947,809","$3,200/mo",5,0.4 mi,7,1.4 mi,9,1.8 mi,fremont-ca
"1,639",https://www.zillow.com/homedetails/48619-Carlsbad-Rd-Fremont-CA-94539/25027844_zpid/,"$1,399,800",Fremont,94539,Single Family,1977,Forced air,None,0,$854,3,2,1 day,503,11,"$1,354,216","$4,001/mo",10,1.3 mi,8,4.9 mi,9,4.7 mi,fremont-ca
"1,376",https://www.zillow.com/homedetails/34540-Wells-Ave-Fremont-CA-94555/25051000_zpid/,"$1,050,000",Fremont,94555,Single Family,1977,"Forced air, Gas",No Data,0,$763,3,2,2 days,700,31,"$1,087,796","$3,200/mo",8,0.2 mi,8,1.7 mi,10,1.4 mi,fremont-ca
"1,536",https://www.zillow.com/homedetails/40826-Capa-Dr-Fremont-CA-94539/25032364_zpid/,"$1,489,000",Fremont,94539,Single Family,1964,Forced air,Central,0,$969,3,2,2 days,518,18,"$1,486,533","$3,974/mo",9,0.3 mi,9,0.5 mi,10,1 mi,fremont-ca
"1,382",https://www.zillow.com/homedetails/49002-Cinnamon-Fern-Cmn-UNIT-312-Fremont-CA-94539/94687035_zpid/,"$430,647",Fremont,94539,Condo,2009,Electric,Central,0,$312,3,2,19 days,"11,182",330,"$437,334","$3,200/mo",10,1.7 mi,8,5.2 mi,9,5.1 mi,fremont-ca
"2,031",https://www.zillow.com/homedetails/251-Saint-Nicholas-Ct-Fremont-CA-94539/25033619_zpid/,"$1,699,900",Fremont,94539,Single Family,1959,"Forced air, Gas",None,0,$837,4,2,2 days,770,24,"$1,729,538","$5,051/mo",9,0.3 mi,9,0.2 mi,10,0.4 mi,fremont-ca
"1,074",https://www.zillow.com/homedetails/4533-Cerritos-Ave-Fremont-CA-94536/25004313_zpid/,"$900,000",Fremont,94536,Single Family,1953,"Forced air, Gas",Central,0,$838,3,2,2 days,645,17,"$857,600","$3,100/mo",5,0.4 mi,7,1.3 mi,9,1.7 mi,fremont-ca
880,https://www.zillow.com/homedetails/33212-Lake-Lanier-Pl-Fremont-CA-94555/25048569_zpid/,"$759,000",Fremont,94555,Single Family,1969,"Wall, Gas",None,0,$863,2,1,2 days,461,19,"$731,454","$2,700/mo",8,1.5 mi,8,2.9 mi,10,2.7 mi,fremont-ca
"1,332",https://www.zillow.com/homedetails/41600-Carol-Ter-Fremont-CA-94538/25034802_zpid/,"$940,000",Fremont,94538,Single Family,1994,"Forced air, Gas",None,0,$706,3,3,4 days,"1,361",70,"$960,660","$3,200/mo",8,0.6 mi,8,0.6 mi,9,0.8 mi,fremont-ca
"1,140",https://www.zillow.com/homedetails/277-Junipero-Cmn-Fremont-CA-94536/25016061_zpid/,"$699,900",Fremont,94536,Townhouse,1974,"Forced air, Gas",None,0,$614,2,2,20 days,"3,674",137,"$721,389","$2,750/mo",8,0.6 mi,7,1.6 mi,9,1.7 mi,fremont-ca
"1,375",https://www.zillow.com/homedetails/4474-Red-Oak-Cmn-Fremont-CA-94538/25042336_zpid/,"$1,200,000",Fremont,94538,Single Family,1987,Forced air,Central,0,$873,3,3,4 days,"1,226",65,"$1,227,045","$3,200/mo",8,0.5 mi,8,0.4 mi,9,0.1 mi,fremont-ca
"2,365",https://www.zillow.com/homedetails/225-Viento-Dr-Fremont-CA-94536/25018224_zpid/,"$1,599,000",Fremont,94536,Single Family,1976,"Forced air, Gas",No Data,0,$676,5,3,3 days,988,23,"$1,666,700","$3,616/mo",7,0.4 mi,7,2.6 mi,9,2.3 mi,fremont-ca
"1,577",https://www.zillow.com/homedetails/39529-Dorrington-Ct-Fremont-CA-94538/25010183_zpid/,"$1,099,000",Fremont,94538,Single Family,1963,"Forced air, Gas",None,0,$697,4,2,5 days,"1,701",82,"$1,149,223","$3,450/mo",7,0.2 mi,7,0.2 mi,7,0.6 mi,fremont-ca
"4,520",https://www.zillow.com/homedetails/1175-Saguare-Ter-Fremont-CA-94539/25029134_zpid/,"$3,190,000",Fremont,94539,Single Family,1984,Forced air,Central,0,$706,5,3,4 days,"1,112",50,"$3,190,004","$7,504/mo",9,1.3 mi,8,4 mi,9,4 mi,fremont-ca
