sqft,url,price,locality,postalCode,Type,Year built,Heating,Cooling,Parking,Price/sqft,beds,baths,timeOnZillow,views,saves,zestimate,rentalZestimate,ele_rating,ele_dist,mid_rating,mid_dist,high_rating,high_dist,original_city
"1,632",https://www.zillow.com/homedetails/15-Mangels-Ave-San-Francisco-CA-94131/15185919_zpid/,"$1,899,000",San Francisco,94131,Single Family,1957,"Forced air, Gas",Central,0,"$1,164",3,2,2 days,645,42,"$1,492,504","$4,850/mo",3,0.1 mi,3,0.6 mi,6,0.7 mi,san-francisco-ca
"2,106",https://www.zillow.com/homedetails/1653-Oakdale-Ave-San-Francisco-CA-94124/15156421_zpid/,"$849,000",San Francisco,94124,Single Family,1925,No Data,No Data,0,$403,5,2,43 days,"8,643",339,"$889,881","$4,200/mo",1,0.2 mi,1,0.5 mi,7,0.6 mi,san-francisco-ca
"4,135",https://www.zillow.com/homedetails/20-Mclaren-Ave-San-Francisco-CA-94121/15088764_zpid/,"$7,000,000",San Francisco,94121,Single Family,1928,No Data,No Data,0,"$1,693",4,5,4 days,"1,479",69,"$6,992,858","$3,850/mo",9,0.5 mi,8,0.4 mi,8,0.6 mi,san-francisco-ca
"1,480",https://www.zillow.com/homedetails/129-Cabrillo-St-San-Francisco-CA-94118/15098636_zpid/,"$1,595,000",San Francisco,94118,Single Family,1922,No Data,No Data,0,"$1,078",2,2,1 day,505,41,"$1,720,532","$4,995/mo",9,0.6 mi,9,0.4 mi,4,0.8 mi,san-francisco-ca
"1,151",https://www.zillow.com/homedetails/45-Downey-St-San-Francisco-CA-94117/119685362_zpid/,"$1,495,000",San Francisco,94117,Condo,1900,Forced air,Central,0,0,3,2,2 days,612,43,"$1,577,638","$4,750/mo",7,0.3 mi,6,0.9 mi,8,0.8 mi,san-francisco-ca
"1,654",https://www.zillow.com/homedetails/348-Pope-St-San-Francisco-CA-94112/15179391_zpid/,"$999,000",San Francisco,94112,Single Family,1929,No Data,No Data,0,$604,3,2,9 days,"2,941",174,"$1,216,029","$3,200/mo",3,0.3 mi,4,0.7 mi,6,0.7 mi,san-francisco-ca
"1,331",https://www.zillow.com/homedetails/835-Peralta-Ave-San-Francisco-CA-94110/15163055_zpid/,"$1,299,000",San Francisco,94110,Single Family,1963,"Forced air, Gas",No Data,0,$976,3,2,2 days,652,6,"$1,309,833","$4,250/mo",1,0.6 mi,1,0.3 mi,9,2.5 mi,san-francisco-ca
"1,585",https://www.zillow.com/homedetails/483-Oak-St-San-Francisco-CA-94102/2077689442_zpid/,"$1,298,000",San Francisco,94102,Condo,1876,No Data,Wall,0,0,3,2,5 days,932,38,"$1,363,117","$4,250/mo",1,0.6 mi,1,0.3 mi,9,2.5 mi,san-francisco-ca
"1,380",https://www.zillow.com/homedetails/326-Surrey-St-San-Francisco-CA-94131/15185126_zpid/,"$1,550,000",San Francisco,94131,Single Family,1904,No Data,No Data,0,"$1,123",2,2,1 day,498,62,"$1,614,990","$5,500/mo",3,0.2 mi,3,0.7 mi,9,0.9 mi,san-francisco-ca
"1,582",https://www.zillow.com/homedetails/4054-18th-St-San-Francisco-CA-94114/96029434_zpid/,"$999,000",San Francisco,94114,Condo,1901,Forced air,Central,0,$631,3,1,8 days,"2,552",153,"$1,057,764","$4,725/mo",1,0.2 mi,3,0.4 mi,1,0.4 mi,san-francisco-ca
"1,396",https://www.zillow.com/homedetails/1522-Felton-St-San-Francisco-CA-94134/15167473_zpid/,"$795,000",San Francisco,94134,Single Family,1947,No Data,No Data,0,$569,3,2,134 days,"7,700",128,"$1,057,764","$4,725/mo",1,0.2 mi,3,0.4 mi,1,0.4 mi,san-francisco-ca
"1,554",https://www.zillow.com/homedetails/935-Lawton-St-San-Francisco-CA-94122/15106541_zpid/,"$1,295,000",San Francisco,94122,Single Family,1947,"Baseboard, Forced air, Gas",Central,0,$833,2,2,5 days,"1,939",104,"$1,448,172","$4,500/mo",9,1.1 mi,9,0.2 mi,4,0.6 mi,san-francisco-ca
"7,315",https://www.zillow.com/homedetails/2775-Vallejo-St-San-Francisco-CA-94123/15080818_zpid/,"$25,000,000",San Francisco,94123,Single Family,1916,No Data,No Data,0,"$3,418",6,6.5,54 days,"9,089",210,"$22,853,531","$30,030/mo",2,0.4 mi,5,0.7 mi,7,0.7 mi,san-francisco-ca
"6,585",https://www.zillow.com/homedetails/601-Broderick-St-San-Francisco-CA-94117/116157637_zpid/,"$6,995,000",San Francisco,94117,Single Family,1875,No Data,No Data,0,"$1,062",4,5.5,5 days,"1,870",101,"$6,769,898","$16,506/mo",9,0.6 mi,9,1.3 mi,1,0.4 mi,san-francisco-ca
845,https://www.zillow.com/homedetails/588-Page-St-San-Francisco-CA-94117/119685011_zpid/,"$825,000",San Francisco,94117,Condo,1885,"Forced air, Gas",Central,0,$976,2,1,3 days,995,80,"$1,024,461","$3,650/mo",7,0.1 mi,5,0.5 mi,1,0.2 mi,san-francisco-ca
"2,170",https://www.zillow.com/homedetails/2212-18th-Ave-San-Francisco-CA-94116/15119839_zpid/,"$1,498,000",San Francisco,94116,Single Family,1949,Forced air,Central,0,$690,3,3,2 days,740,62,"$1,502,314","$4,500/mo",8,0.6 mi,7,0.3 mi,7,0.4 mi,san-francisco-ca
"1,568",https://www.zillow.com/homedetails/2325-Ulloa-St-San-Francisco-CA-94116/15123381_zpid/,"$1,190,000",San Francisco,94116,Single Family,1930,Forced air,Central,0,$759,3,2,32 days,"6,673",278,"$1,493,037","$4,150/mo",8,0.1 mi,7,0.8 mi,7,0.4 mi,san-francisco-ca
"3,770",https://www.zillow.com/homedetails/1001-Judah-St-San-Francisco-CA-94122/15105666_zpid/,"$2,295,000",San Francisco,94122,Single Family,1937,"Forced air, Gas",Central,0,$609,5,4.5,2 days,473,26,"$2,120,537","$4,200/mo",10,0.3 mi,9,0.2 mi,4,0.6 mi,san-francisco-ca
"1,500",https://www.zillow.com/homedetails/2022-Hyde-St-San-Francisco-CA-94109/69819871_zpid/,"$2,225,000",San Francisco,94109,Condo,2004,"Forced air, Gas",Central,0,"$1,483",3,2,1 day,132,5,"$2,041,629","$6,000/mo",8,0.2 mi,6,0.6 mi,7,0.4 mi,san-francisco-ca
"1,808",https://www.zillow.com/homedetails/2-Wawona-St-San-Francisco-CA-94127/15133861_zpid/,"$1,895,000",San Francisco,94127,Single Family,1926,Forced air,Central,0,"$1,048",3,2,7 days,"2,474",134,"$2,061,228","$4,999/mo",8,0.1 mi,7,0.3 mi,7,1 mi,san-francisco-ca
"2,085",https://www.zillow.com/homedetails/26-Buena-Vista-Ter-San-Francisco-CA-94117/15126855_zpid/,"$3,895,000",San Francisco,94117,Single Family,1900,No Data,No Data,0,"$1,868",4,2,2 days,515,40,"$4,085,563","$8,250/mo",6,0.1 mi,3,0.7 mi,1,0.5 mi,san-francisco-ca
"1,886",https://www.zillow.com/homedetails/227-Olmstead-St-San-Francisco-CA-94134/15172252_zpid/,"$1,499,950",San Francisco,94134,Single Family,1927,"Forced air, Gas",None,0,$795,4,4,2 days,685,57,"$838,903","$3,900/mo",6,0.4 mi,3,0.4 mi,6,0.2 mi,san-francisco-ca
"1,840",https://www.zillow.com/homedetails/1279-Sanchez-St-San-Francisco-CA-94114/15181405_zpid/,"$2,199,000",San Francisco,94114,Single Family,1890,Forced air,Central,0,"$1,195",3,2,1 day,361,6,"$1,936,348","$5,695/mo",7,0.6 mi,2,0.2 mi,1,0.8 mi,san-francisco-ca
550,https://www.zillow.com/homedetails/1246-47th-Ave-San-Francisco-CA-94122/15100866_zpid/,"$650,000",San Francisco,94122,Single Family,1923,No Data,No Data,0,"$1,182",1,1,105 days,"7,189",64,"$750,425","$3,115/mo",9,0.4 mi,9,1 mi,8,1.3 mi,san-francisco-ca
,https://www.zillow.com/homedetails/3316-Scott-St-San-Francisco-CA-94123/2082883424_zpid/,"$1,194,000",San Francisco,94123,Condo,No Data,Forced air,Central,0,0,2,2.5,18 days,"3,580",117,"$1,195,406","$4,995/mo",7,1 mi,6,0.3 mi,7,1.1 mi,san-francisco-ca
"2,300",https://www.zillow.com/homedetails/36-Camp-St-San-Francisco-CA-94110/2103077873_zpid/,"$2,290,000",San Francisco,94110,Condo,1922,Forced air,No Data,0,0,4,3,1 day,175,7,"$2,602,204","$5,644/mo",1,0.5 mi,3,0.4 mi,1,0.3 mi,san-francisco-ca
"3,445",https://www.zillow.com/homedetails/2250-Bush-St-San-Francisco-CA-94115/15075295_zpid/,"$3,499,000",San Francisco,94115,Single Family,1900,"Forced air, Gas",Central,0,"$1,016",4,3.5,1 day,459,24,"$3,905,372","$11,298/mo",7,0.8 mi,6,0.9 mi,7,0.3 mi,san-francisco-ca
,https://www.zillow.com/homedetails/212-Noe-St-San-Francisco-CA-94114/2101866527_zpid/,"$1,100,000",San Francisco,94114,Other,1905,"Forced air, Gas",No Data,3,0,2,1,10 days,"2,285",124,"$1,195,969","$3,498/mo",6,0.2 mi,3,0.3 mi,1,0.5 mi,san-francisco-ca
"5,625",https://www.zillow.com/homedetails/3030-Pacific-Ave-San-Francisco-CA-94115/15080906_zpid/,"$11,000,000",San Francisco,94115,Single Family,1908,Forced air,Central,0,"$1,956",7,5.5,19 days,"7,138",225,"$10,945,317","$15,000/mo",2,0.4 mi,9,0.7 mi,8,0.7 mi,san-francisco-ca
"9,245",https://www.zillow.com/homedetails/31-Presidio-Ter-San-Francisco-CA-94118/15089443_zpid/,"$9,250,000",San Francisco,94118,Single Family,1909,Forced air,Central,0,"$1,001",7,7.5,23 days,"8,424",328,"$9,045,657","$26,730/mo",8,0.7 mi,9,0.4 mi,8,1 mi,san-francisco-ca
825,https://www.zillow.com/homedetails/1708-Fulton-St-San-Francisco-CA-94117/59779381_zpid/,"$799,000",San Francisco,94117,Condo,1905,No Data,No Data,0,$968,2,1,53 days,"3,508",179,"$1,053,275","$3,800/mo",9,0.3 mi,7,0.6 mi,8,0.3 mi,san-francisco-ca
"1,271",https://www.zillow.com/homedetails/16-Jessie-St-APT-109-San-Francisco-CA-94105/111710856_zpid/,"$999,000",San Francisco,94105,Condo,1906,"Forced air, Other",Other,0,$786,2,2,4 days,"1,379",85,"$1,131,107","$3,800/mo",5,1.8 mi,2,3.3 mi,2,0.8 mi,san-francisco-ca
"1,710",https://www.zillow.com/homedetails/3132-Balboa-St-San-Francisco-CA-94121/15095792_zpid/,"$1,449,000",San Francisco,94121,Single Family,1921,"Forced air, Gas",Central,0,$847,3,2,9 days,"3,029",183,"$1,524,265","$4,150/mo",9,0.3 mi,8,0.3 mi,8,0.1 mi,san-francisco-ca
"4,116",https://www.zillow.com/homedetails/3643-3645-19th-St-San-Francisco-CA-94110/2077629497_zpid/,"$4,490,000",San Francisco,94110,Multiple Occupancy,1908,No Data,No Data,0,0,5,5,1 day,109,5,"$1,524,265","$4,150/mo",9,0.3 mi,8,0.3 mi,8,0.1 mi,san-francisco-ca
950,https://www.zillow.com/homedetails/557-Anderson-St-San-Francisco-CA-94110/15163843_zpid/,"$1,350,000",San Francisco,94110,Single Family,1926,No Data,No Data,0,"$1,421",2,1,2 days,364,29,"$1,246,868","$4,400/mo",1,0.1 mi,9,2.1 mi,8,0.1 mi,san-francisco-ca
"1,571",https://www.zillow.com/homedetails/546-Monterey-Blvd-San-Francisco-CA-94127/15138716_zpid/,"$998,000",San Francisco,94127,Single Family,1908,"Forced air, Gas",Central,0,$635,3,2,16 days,"4,858",150,"$1,137,073","$4,800/mo",7,0.1 mi,4,0.7 mi,2,0.7 mi,san-francisco-ca
"1,655",https://www.zillow.com/homedetails/45-Bemis-St-San-Francisco-CA-94131/15184455_zpid/,"$1,495,000",San Francisco,94131,Single Family,1928,Forced air,None,0,$903,2,2,3 days,992,35,"$1,509,129","$4,345/mo",3,0.5 mi,2,0.7 mi,3,1.2 mi,san-francisco-ca
"1,325",https://www.zillow.com/homedetails/340-Roosevelt-Way-San-Francisco-CA-94114/15126681_zpid/,"$1,895,000",San Francisco,94114,Single Family,1956,"Forced air, Gas",Central,0,"$1,430",2,1,1 day,221,12,"$1,608,294","$5,200/mo",6,0.3 mi,6,0.7 mi,1,0.8 mi,san-francisco-ca
"1,621",https://www.zillow.com/homedetails/27-Cutler-Ave-San-Francisco-CA-94116/15124521_zpid/,"$1,495,000",San Francisco,94116,Single Family,1949,Forced air,Central,0,$922,4,3,2 days,685,39,"$1,596,222","$3,900/mo",10,0.4 mi,9,1 mi,10,1.4 mi,san-francisco-ca
"5,876",https://www.zillow.com/homedetails/10-5th-Ave-San-Francisco-CA-94118/15089399_zpid/,"$5,600,000",San Francisco,94118,Single Family,1905,No Data,No Data,0,$953,5,3.5,1 day,582,26,"$5,933,236","$16,046/mo",8,0.6 mi,9,0.5 mi,8,1.2 mi,san-francisco-ca
781,https://www.zillow.com/homedetails/1875-Mission-St-APT-205-San-Francisco-CA-94103/241585042_zpid/,"$490,681",San Francisco,94103,Condo,2014,No Data,No Data,0,$628,2,1,54 days,"8,716",256,"$929,806","$3,300/mo",5,0.8 mi,3,0.6 mi,2,0.6 mi,san-francisco-ca
"1,557",https://www.zillow.com/homedetails/443-Waller-St-San-Francisco-CA-94117/125271768_zpid/,"$1,290,000",San Francisco,94117,Condo,1900,No Data,No Data,0,$829,4,1.5,1 day,210,6,"$1,577,879","$5,000/mo",7,0.2 mi,3,0.5 mi,1,0.3 mi,san-francisco-ca
784,https://www.zillow.com/homedetails/825-La-Playa-St-APT-227-San-Francisco-CA-94121/15100692_zpid/,"$629,000",San Francisco,94121,Condo,1983,Forced air,Central,0,$802,1,1,24 days,"7,056",129,"$642,104","$3,300/mo",9,0.9 mi,8,1.4 mi,8,1.3 mi,san-francisco-ca
"1,471",https://www.zillow.com/homedetails/324-Highland-Ave-San-Francisco-CA-94110/15163588_zpid/,"$1,649,000",San Francisco,94110,Single Family,1911,"Forced air, Gas",Central,0,"$1,121",3,1,2 days,381,41,"$1,683,942","$4,950/mo",1,0.3 mi,9,1.9 mi,8,1.3 mi,san-francisco-ca
"1,390",https://www.zillow.com/homedetails/635-Waller-St-San-Francisco-CA-94117/82785584_zpid/,"$1,475,000",San Francisco,94117,Condo,1895,"Forced air, Gas",Central,0,"$1,061",2,1,2 days,486,29,"$1,438,688","$4,750/mo",6,0.3 mi,3,0.5 mi,1,0.3 mi,san-francisco-ca
"1,418",https://www.zillow.com/homedetails/881-39th-Ave-San-Francisco-CA-94121/2077755574_zpid/,"$999,000",San Francisco,94121,Condo,1994,"Forced air, Gas",Central,0,0,3,2,10 days,"2,764",121,"$1,438,688","$4,750/mo",6,0.3 mi,3,0.5 mi,1,0.3 mi,san-francisco-ca
790,https://www.zillow.com/homedetails/406-Carl-St-A-San-Francisco-CA-94117/2077637222_zpid/,"$859,000",San Francisco,94117,Condo,1990,No Data,No Data,0,"$1,087",2,1,1 day,407,24,"$1,438,688","$4,750/mo",6,0.3 mi,3,0.5 mi,1,0.3 mi,san-francisco-ca
"1,451",https://www.zillow.com/homedetails/395-Sunset-Ave-Sunnyvale-CA-94086/19520628_zpid/,"$1,898,000",Sunnyvale,94086,Single Family,1955,"Forced air, Gas",Central,0,"$1,308",3.0,2,1 day,397,32,"$1,785,762","$4,275/mo",9,0.5 mi,6,1.1 mi,9,2.4 mi,sunny-vale-ca
999,https://www.zillow.com/homedetails/644-Johanna-Ave-Sunnyvale-CA-94085/19544767_zpid/,"$798,000",Sunnyvale,94085,Single Family,1953,None,None,0,$799,3.0,1,3 days,"1,487",57,"$824,364","$3,300/mo",4,0.3 mi,3,0.5 mi,8,2.6 mi,sunny-vale-ca
"1,610",https://www.zillow.com/homedetails/1220-Tasman-Dr-353-Sunnyvale-CA-94089/2077902415_zpid/,"$414,900",Sunnyvale,94089,Single Family,2020,Forced air,No Data,0,$258,3.0,2,23 days,"9,405",234,"$421,704","$3,300/mo",4,0.3 mi,3,0.5 mi,8,2.6 mi,sunny-vale-ca
"1,160",https://www.zillow.com/homedetails/602-Arcadia-Ter-UNIT-205-Sunnyvale-CA-94085/19544021_zpid/,"$895,000",Sunnyvale,94085,Condo,1996,Forced air,Central,0,$772,2.0,2,1 day,126,6,"$938,849","$2,750/mo",4,0.3 mi,3,0.4 mi,8,2.8 mi,sunny-vale-ca
"1,187",https://www.zillow.com/homedetails/383-Greenlake-Dr-Sunnyvale-CA-94089/19493463_zpid/,"$1,150,000",Sunnyvale,94089,Single Family,1957,"Forced air, Gas",None,0,$969,3.0,2,2 days,669,38,"$1,196,478","$3,700/mo",4,0.3 mi,3,0.8 mi,8,3.3 mi,sunny-vale-ca
"2,564",https://www.zillow.com/homedetails/1143-Susan-Way-Sunnyvale-CA-94087/19537277_zpid/,"$1,949,000",Sunnyvale,94087,Single Family,1955,"Forced air, Gas",Other,0,$760,4.0,3,3 days,894,45,"$2,039,444","$4,200/mo",9,0.1 mi,6,0.5 mi,9,2 mi,sunny-vale-ca
"1,487",https://www.zillow.com/homedetails/684-Pinnacles-Ter-Sunnyvale-CA-94085/69299569_zpid/,"$1,299,800",Sunnyvale,94085,Townhouse,2005,Forced air,Central,0,$874,3.0,3,1 day,192,12,"$1,355,917","$3,625/mo",4,0.8 mi,3,0.8 mi,8,2.1 mi,sunny-vale-ca
"1,210",https://www.zillow.com/homedetails/907-Carson-Dr-Sunnyvale-CA-94086/19521173_zpid/,"$1,650,000",Sunnyvale,94086,Single Family,1956,Forced air,Central,0,"$1,364",3.0,2,3 days,767,47,"$1,716,686","$4,000/mo",4,0.4 mi,6,1.3 mi,9,2.7 mi,sunny-vale-ca
"1,691",https://www.zillow.com/homedetails/422-San-Eduardo-Ter-Sunnyvale-CA-94085/112090553_zpid/,"$1,298,000",Sunnyvale,94085,Condo,2011,Forced air,Central,0,$768,3.0,4,1 day,144,6,"$1,387,286","$3,950/mo",4,0.7 mi,3,0.6 mi,8,2.2 mi,sunny-vale-ca
"1,534",https://www.zillow.com/homedetails/1472-Falcon-Ave-Sunnyvale-CA-94087/19614062_zpid/,"$1,895,000",Sunnyvale,94087,Single Family,1962,Forced air,Central,0,"$1,235",4.0,2,2 days,399,19,"$2,018,380","$4,300/mo",9,0.3 mi,8,2.2 mi,8,0.7 mi,sunny-vale-ca
"1,882",https://www.zillow.com/homedetails/587-San-Remi-Ter-54-Sunnyvale-CA-94085/116155902_zpid/,"$1,500,000",Sunnyvale,94085,Townhouse,2011,"Forced air, Gas",Central,0,$797,4.0,4,1 day,135,8,"$1,460,507","$4,500/mo",4,0.4 mi,3,1.1 mi,8,2.9 mi,sunny-vale-ca
"1,140",https://www.zillow.com/homedetails/311-S-Fair-Oaks-Ave-Sunnyvale-CA-94086/19545445_zpid/,"$1,049,000",Sunnyvale,94086,Single Family,1910,"Forced air, Gas",None,0,$920,3.0,2,13 days,"3,893",119,"$1,083,657","$3,750/mo",6,0.3 mi,6,2.1 mi,8,1.5 mi,sunny-vale-ca
"1,112",https://www.zillow.com/homedetails/820-San-Pablo-Ave-Sunnyvale-CA-94085/19544189_zpid/,"$1,149,000",Sunnyvale,94085,Single Family,1954,"Forced air, Gas",None,0,"$1,033",3.0,2,3 days,756,37,"$1,182,028","$3,600/mo",4,0.1 mi,3,0.8 mi,8,3 mi,sunny-vale-ca
"1,715",https://www.zillow.com/homedetails/851-San-Pablo-Ave-Sunnyvale-CA-94085/19544145_zpid/,"$1,248,000",Sunnyvale,94085,Single Family,1956,Forced air,Central,0,$728,3.0,2,9 days,"2,585",133,"$1,289,232","$3,800/mo",4,0.2 mi,3,0.7 mi,8,3 mi,sunny-vale-ca
"1,933",https://www.zillow.com/homedetails/608-Alberta-Ave-Sunnyvale-CA-94087/79843896_zpid/,"$2,048,000",Sunnyvale,94087,Single Family,2007,"Forced air, Gas",Central,0,"$1,059",4.0,3,3 days,779,33,"$2,147,902","$5,150/mo",6,0.3 mi,8,1.3 mi,9,0.9 mi,sunny-vale-ca
970,https://www.zillow.com/homedetails/577-E-Taylor-Ave-APT-J-Sunnyvale-CA-94085/19543388_zpid/,"$749,000",Sunnyvale,94085,Condo,1980,Other,Other,0,$772,2.0,2,3 days,650,26,"$771,353","$2,900/mo",4,0.4 mi,3,0.6 mi,8,2.1 mi,sunny-vale-ca
"1,586",https://www.zillow.com/homedetails/974-Alpine-Ter-UNIT-1-Sunnyvale-CA-94086/19522055_zpid/,"$1,049,000",Sunnyvale,94086,Townhouse,1991,"Forced air, Gas",Central,0,$661,2.0,3,3 days,584,21,"$1,102,069","$3,600/mo",4,0.5 mi,6,1.6 mi,9,2.9 mi,sunny-vale-ca
"2,358",https://www.zillow.com/homedetails/1384-Turnstone-Way-Sunnyvale-CA-94087/19616123_zpid/,"$1,998,000",Sunnyvale,94087,Single Family,1967,Forced air,None,0,$847,5.0,3,3 days,699,31,"$2,118,523","$5,400/mo",8,0.4 mi,7,0.5 mi,7,1.4 mi,sunny-vale-ca
822,https://www.zillow.com/homedetails/999-W-Evelyn-Ter-APT-98-Sunnyvale-CA-94086/19550581_zpid/,"$608,888",Sunnyvale,94086,Condo,1976,Forced air,None,0,$741,2.0,1,8 days,"1,522",94,"$617,908","$2,449/mo",6,1 mi,6,2.9 mi,8,1.9 mi,sunny-vale-ca
912,https://www.zillow.com/homedetails/389-E-Arques-Ave-Sunnyvale-CA-94085/19543477_zpid/,"$929,950",Sunnyvale,94085,Single Family,1925,Gas,None,0,"$1,020",3.0,1,23 days,"2,547",35,"$1,015,584","$3,300/mo",4,0.3 mi,3,0.7 mi,8,2 mi,sunny-vale-ca
"1,595",https://www.zillow.com/homedetails/808-White-Oak-Ln-Sunnyvale-CA-94086/19549523_zpid/,"$1,299,000",Sunnyvale,94086,Single Family,1955,"Forced air, Gas",Central,0,$814,4.0,3,71 days,"4,669",171,"$1,299,094","$4,000/mo",7,0.8 mi,7,1.1 mi,7,0.6 mi,sunny-vale-ca
"1,424",https://www.zillow.com/homedetails/1642-S-Wolfe-Rd-Sunnyvale-CA-94087/19617617_zpid/,"$1,399,000",Sunnyvale,94087,Single Family,1957,Forced air,Central,0,$982,3.0,2,36 days,"3,613",48,"$1,637,278","$3,800/mo",8,0.8 mi,7,0.6 mi,7,2.3 mi,sunny-vale-ca
930,https://www.zillow.com/homedetails/880-E-Fremont-Ave-APT-623-Sunnyvale-CA-94087/69302735_zpid/,"$845,888",Sunnyvale,94087,Condo,1987,"Baseboard, Wall, Electric",Wall,0,$910,2.0,2,2 days,323,11,"$865,869","$2,850/mo",9,0.9 mi,8,2.8 mi,8,1.1 mi,sunny-vale-ca
"1,709",https://www.zillow.com/homedetails/1220-Tasman-Dr-406-Sunnyvale-CA-94089/2077667186_zpid/,"$389,000",Sunnyvale,94089,Mobile / Manufactured,2020,No Data,No Data,0,0,3.0,3,3 days,504,28,"$865,869","$2,850/mo",9,0.9 mi,8,2.8 mi,8,1.1 mi,sunny-vale-ca
"1,750",https://www.zillow.com/homedetails/1225-Vienna-Dr-SPACE-424-Sunnyvale-CA-94089/243211077_zpid/,"$225,000",Sunnyvale,94089,Mobile / Manufactured,2015,"Forced air, Gas",Central,0,0,3.0,3,72 days,"3,269",188,"$224,940","$3,238/mo",6,2.6 mi,7,3.3 mi,7,2.4 mi,sunny-vale-ca
"1,000",https://www.zillow.com/homedetails/803-Lakemuir-Dr-Sunnyvale-CA-94089/19493014_zpid/,"$1,149,950",Sunnyvale,94089,Single Family,1957,Other,None,0,"$1,150",3.0,2,7 days,"1,323",56,"$1,176,812","$3,700/mo",4,0.2 mi,3,1.1 mi,8,3.3 mi,sunny-vale-ca
"1,421",https://www.zillow.com/homedetails/1015-E-Homestead-Rd-Sunnyvale-CA-94087/19617419_zpid/,"$1,598,000",Sunnyvale,94087,Single Family,1958,"Forced air, Gas",Central,0,"$1,125",4.0,2,21 days,"3,196",95,"$1,695,991","$4,250/mo",8,0.4 mi,7,0.7 mi,7,2.1 mi,sunny-vale-ca
"1,225",https://www.zillow.com/homedetails/206-Peppermint-Tree-Ter-UNIT-4-Sunnyvale-CA-94086/89476074_zpid/,"$1,168,000",Sunnyvale,94086,Townhouse,2010,Forced air,Central,0,$953,3.0,3,4 days,714,29,"$1,223,173","$3,585/mo",6,0.7 mi,7,1.5 mi,7,1.7 mi,sunny-vale-ca
913,https://www.zillow.com/homedetails/1379-Selo-Dr-Sunnyvale-CA-94087/19623316_zpid/,"$1,488,000",Sunnyvale,94087,Single Family,1949,Other,None,0,"$1,630",3.0,2,17 days,"3,271",113,"$1,547,104","$3,850/mo",6,0.1 mi,8,1.6 mi,8,0.3 mi,sunny-vale-ca
760,https://www.zillow.com/homedetails/831-W-California-Ave-UNIT-R-Sunnyvale-CA-94086/19521848_zpid/,"$699,800",Sunnyvale,94086,Condo,1983,Forced air,None,0,$921,2.0,2,29 days,"4,381",91,"$709,752","$2,710/mo",4,0.7 mi,6,1.7 mi,9,3 mi,sunny-vale-ca
"1,193",https://www.zillow.com/homedetails/172-N-Murphy-Ave-Sunnyvale-CA-94086/19543722_zpid/,"$1,699,888",Sunnyvale,94086,Single Family,1941,Forced air,Central,0,"$1,425",3.0,3,3 days,450,27,"$1,759,175","$3,500/mo",4,0.5 mi,3,1 mi,8,1.7 mi,sunny-vale-ca
"1,400",https://www.zillow.com/homedetails/1033-Reed-Ave-Sunnyvale-CA-94086/19548335_zpid/,"$1,449,000",Sunnyvale,94086,Single Family,1969,"Forced air, Gas",Central,0,"$1,035",3.0,2,11 days,"1,798",98,"$1,502,949","$3,900/mo",6,1.2 mi,6,3.1 mi,8,2 mi,sunny-vale-ca
"2,048",https://www.zillow.com/homedetails/885-Carson-Dr-Sunnyvale-CA-94086/19520612_zpid/,"$2,100,000",Sunnyvale,94086,Single Family,1956,"Forced air, Gas",Central,0,"$1,025",4.0,3,31 days,647,19,"$2,227,272","$4,800/mo",9,0.7 mi,6,1.2 mi,9,2.6 mi,sunny-vale-ca
"1,734",https://www.zillow.com/homedetails/131-Ivory-Palm-Ter-Sunnyvale-CA-94086/243211723_zpid/,"$1,388,000",Sunnyvale,94086,Townhouse,2016,Forced air,Central,0,$800,3.0,4,3 days,416,26,"$1,454,937","$3,900/mo",6,0.5 mi,6,2.4 mi,8,1.6 mi,sunny-vale-ca
"1,940",https://www.zillow.com/homedetails/1225-Vienna-Dr-SPACE-152-Sunnyvale-CA-94089/304782362_zpid/,"$159,900",Sunnyvale,94089,Mobile / Manufactured,2004,Forced air,Central,0,0,3.0,2,173 days,"1,441",73,"$159,773","$3,330/mo",6,2.6 mi,7,3.3 mi,7,2.4 mi,sunny-vale-ca
"2,600",https://www.zillow.com/homedetails/1225-Vienna-Dr-976-Sunnyvale-CA-94089/153147169_zpid/,"$433,000",Sunnyvale,94089,Mobile / Manufactured,2000,"Forced air, Gas",Central,0,0,2.0,3,268 days,"2,820",99,"$1,306,757","$3,000/mo",6,2.6 mi,7,3.3 mi,7,2.4 mi,sunny-vale-ca
"2,017",https://www.zillow.com/homedetails/1315-Avoset-Ter-Sunnyvale-CA-94087/19615982_zpid/,"$2,149,000",Sunnyvale,94087,Single Family,1994,Forced air,Central,0,"$1,065",4.0,3,5 days,828,36,"$2,172,220","$5,050/mo",9,0.4 mi,8,1.8 mi,8,0.2 mi,sunny-vale-ca
"2,510",https://www.zillow.com/homedetails/1075-Cornflower-Ct-Sunnyvale-CA-94086/19548411_zpid/,"$2,199,888",Sunnyvale,94086,Single Family,1970,"Forced air, Electric, Gas",Central,0,$876,5.0,3,15 days,"1,854",62,"$2,272,569","$4,995/mo",7,0.4 mi,7,1.1 mi,7,1 mi,sunny-vale-ca
